row_id,short_title,long_title
286,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
287,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
288,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
289,TB joint NEC-exam unkn,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)"
290,TB of joint NEC-micro dx,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy"
291,TB of joint NEC-cult dx,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
292,TB of joint NEC-histo dx,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
293,TB of joint NEC-oth test,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
294,TB bone/joint NOS-unspec,"Tuberculosis of unspecified bones and joints, unspecified"
295,TB bone/jt NOS-no exam,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
296,TB bone/jt NOS-exam unkn,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
297,TB bone/jt NOS-micro dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
298,TB bone/jt NOS-cult dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
299,TB bone/jt NOS-histo dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
300,TB bone/jt NOS-oth test,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
301,TB of kidney-unspec,"Tuberculosis of kidney, unspecified"
302,TB of kidney-no exam,"Tuberculosis of kidney, bacteriological or histological examination not done"
303,TB of kidney-exam unkn,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
304,TB of kidney-micro dx,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
305,TB of kidney-cult dx,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
306,TB of kidney-histo dx,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
307,TB of kidney-oth test,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
308,TB of bladder-unspec,"Tuberculosis of bladder, unspecified"
309,TB of bladder-no exam,"Tuberculosis of bladder, bacteriological or histological examination not done"
310,TB of bladder-exam unkn,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
311,TB of bladder-micro dx,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
312,TB of bladder-cult dx,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
313,TB of bladder-histo dx,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
314,TB of bladder-oth test,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
315,TB of ureter-unspec,"Tuberculosis of ureter, unspecified"
316,TB of ureter-no exam,"Tuberculosis of ureter, bacteriological or histological examination not done"
317,TB of ureter-exam unkn,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
318,TB of ureter-micro dx,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
319,TB of ureter-cult dx,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
320,TB of ureter-histo dx,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
321,TB of ureter-oth test,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
322,TB urinary NEC-unspec,"Tuberculosis of other urinary organs, unspecified"
323,TB urinary NEC-no exam,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
324,TB urinary NEC-exam unkn,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
325,TB urinary NEC-micro dx,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
326,TB urinary NEC-cult dx,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
327,TB urinary NEC-histo dx,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
328,TB urinary NEC-oth test,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
329,TB epididymis-unspec,"Tuberculosis of epididymis, unspecified"
330,TB epididymis-no exam,"Tuberculosis of epididymis, bacteriological or histological examination not done"
331,TB epididymis-exam unkn,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
332,TB epididymis-micro dx,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
333,TB epididymis-cult dx,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
334,TB epididymis-histo dx,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
335,TB epididymis-oth test,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
336,TB male genit NEC-unspec,"Tuberculosis of other male genital organs, unspecified"
337,TB male gen NEC-no exam,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
338,TB male gen NEC-ex unkn,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
339,TB male gen NEC-micro dx,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
340,TB male gen NEC-cult dx,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
341,TB male gen NEC-histo dx,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
342,TB male gen NEC-oth test,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
343,TB ovary & tube-unspec,"Tuberculous oophoritis and salpingitis, unspecified"
344,TB ovary & tube-no exam,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
345,TB ovary/tube-exam unkn,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
346,TB ovary & tube-micro dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
347,TB ovary & tube-cult dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
348,TB ovary & tube-histo dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
349,TB ovary & tube-oth test,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
350,TB female gen NEC-unspec,"Tuberculosis of other female genital organs, unspecified"
351,TB fem gen NEC-no exam,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
352,TB fem gen NEC-exam unkn,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
353,TB fem gen NEC-micro dx,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
354,TB fem gen NEC-cult dx,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
355,TB fem gen NEC-histo dx,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
356,Malaria NEC,Other malaria
357,Mixed malaria,Mixed malaria
358,Malaria NOS,"Malaria, unspecified"
359,Induced malaria,Induced malaria
360,Blackwater fever,Blackwater fever
361,Malaria complicated NEC,Other pernicious complications of malaria
362,Visceral leishmaniasis,Visceral [kala-azar] leishmaniasis
363,Cutan leishmanias urban,"Cutaneous leishmaniasis, urban"
364,Cutan leishmanias asian,"Cutaneous leishmaniasis, Asian desert"
365,Cutan leishmanias ethiop,"Cutaneous leishmaniasis, Ethiopian"
366,Cutan leishmanias amer,"Cutaneous leishmaniasis, American"
367,Mucocutan leishmaniasis,"Mucocutaneous leishmaniasis, (American)"
368,Leishmaniasis NOS,"Leishmaniasis, unspecified"
369,Chagas disease of heart,Chagas' disease with heart involvement
370,Chagas dis of oth organ,Chagas' disease with other organ involvement
371,Chagas disease NOS,Chagas' disease without mention of organ involvement
372,Gambian trypanosomiasis,Gambian trypanosomiasis
373,Rhodesian trypanosomias,Rhodesian trypanosomiasis
374,African trypanosoma NOS,"African trypanosomiasis, unspecified"
375,Trypanosomiasis NOS,"Trypanosomiasis, unspecified"
376,Louse-borne relaps fever,"Relapsing fever, louse-borne"
377,Tick-borne relaps fever,"Relapsing fever, tick-borne"
378,Relapsing fever NOS,"Relapsing fever, unspecified"
379,Bartonellosis,Bartonellosis
380,Lyme disease,Lyme Disease
381,Babesiosis,Babesiosis
382,Oth arthropod-borne dis,"Other specified arthropod-borne diseases, other"
383,Arthropod-borne dis NOS,"Arthropod-borne disease, unspecified"
384,Early cong syph symptom,"Early congenital syphilis, symptomatic"
385,Early congen syph latent,"Early congenital syphilis, latent"
386,Early congen syph NOS,"Early congenital syphilis, unspecified"
387,Syphilitic keratitis,Syphilitic interstitial keratitis
388,Juvenile neurosyph NOS,"Juvenile neurosyphilis, unspecified"
389,Congen syph encephalitis,Congenital syphilitic encephalitis
390,Congen syph meningitis,Congenital syphilitic meningitis
391,Juvenile neurosyph NEC,Other juvenile neurosyphilis
392,Late congen syph symptom,"Other late congenital syphilis, symptomatic"
393,Late congen syph latent,"Late congenital syphilis, latent"
394,Late congen syph NOS,"Late congenital syphilis, unspecified"
395,Congenital syphilis NOS,"Congenital syphilis, unspecified"
396,Primary genital syphilis,Genital syphilis (primary)
397,Primary anal syphilis,Primary anal syphilis
398,Primary syphilis NEC,Other primary syphilis
399,Secondary syph skin,Secondary syphilis of skin or mucous membranes
400,Syphilitic adenopathy,Adenopathy due to secondary syphilis
